"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3314278,"September 23, 2025",Colorado,"Grand Junction","400 block of 28 ½ Rd",1,0,1,0,0,N/A
3314193,"September 23, 2025",Missouri,"Kansas City","Gardner Ave and NE Chouteau Trafficway",1,0,0,0,0,N/A
3313803,"September 23, 2025",Pennsylvania,Philadelphia,"3800 block of N Franklin St",1,0,0,0,0,N/A
3313801,"September 23, 2025",Pennsylvania,Philadelphia,"2800 block of N Van Pelt St",1,0,0,0,0,N/A
3314845,"September 23, 2025",Tennessee,Memphis,"3100 block of Morningside St",1,0,0,0,1,N/A
3314116,"September 23, 2025",Tennessee,Memphis,N/A,1,1,0,0,0,N/A
3314823,"September 23, 2025",Oregon,Portland,"NW Nicolai St and NW 29th Ave",1,0,0,0,0,N/A
3314158,"September 23, 2025",Tennessee,Memphis,"Saint Elmo Ave and Point Church Rd",1,0,0,0,0,N/A
3314054,"September 22, 2025","New Jersey","Mount Holly","155 Wollner Dr",1,0,0,0,0,N/A
3313171,"September 22, 2025",Ohio,Columbus,"6600 block of Kodiak Dr",1,0,0,0,0,N/A
3313013,"September 22, 2025",Indiana,Shelburn,"7584 N County Road 300 W",1,0,1,0,0,N/A
3313620,"September 22, 2025",Texas,Houston,"5619 Aldine Bender Rd",1,0,0,0,1,N/A
3313062,"September 22, 2025",Texas,"San Antonio","1600 block of Chihuahua St",1,0,0,0,0,N/A
3312978,"September 22, 2025",Missouri,Versailles,"100 S Burke St",1,0,0,0,1,N/A
3313855,"September 22, 2025",Alabama,Moulton,"100 block of Co Rd 214",0,0,1,0,0,N/A
3312897,"September 22, 2025",Louisiana,"New Orleans","2600 LaSalle St",1,0,0,0,1,N/A
3313681,"September 22, 2025",California,Stockton,"700 block of S San Joaquin St",1,0,0,0,0,N/A
3313744,"September 22, 2025",Texas,Longview,"400 block of Crystal St",1,0,0,0,1,N/A
3313629,"September 22, 2025",Mississippi,"Moss Point","Martin Luther King Blvd and Donovan St",1,1,0,0,0,N/A
3313687,"September 22, 2025",California,Oakland,"1463 87th Ave",1,0,0,0,0,N/A
3313111,"September 22, 2025",Georgia,Lawrenceville,"2000 block of Redbark Ct",0,0,1,0,0,N/A
3313892,"September 22, 2025","North Carolina",Chadbourn,"700 block of Clark St",1,1,0,0,0,N/A
3314473,"September 22, 2025",Mississippi,Grenada,"700 block of Leigh Ave",1,0,0,0,4,N/A
3313644,"September 22, 2025",Mississippi,Jackson,"300 block of Beechcrest Dr",1,0,0,0,1,N/A
3312708,"September 22, 2025",Georgia,Columbus,"5898 Osceola Ct",0,0,1,0,0,N/A
3312788,"September 22, 2025","New Hampshire",Keene,"Court St and Starling St",1,0,0,0,0,N/A
3312749,"September 22, 2025",Arizona,"Tempe (Guadalupe)","9221 Calle Bella Vista",1,0,0,0,1,N/A
3313183,"September 22, 2025",Texas,Houston,"12203 Old Walters Rd",2,0,1,0,0,N/A
3313593,"September 22, 2025",California,Chico,"2600 block of W Sacramento Ave",1,0,0,0,1,N/A
3312984,"September 22, 2025","New York","Corona (Queens)","20815 Linden Blvd",1,0,0,0,1,N/A
3313151,"September 22, 2025",Illinois,Chicago,"5524 W Lake St",1,0,0,0,0,N/A
3313502,"September 22, 2025",Illinois,Chicago,"7711 S Bennett Ave",1,0,0,0,0,N/A
3315081,"September 22, 2025",Alabama,Albertville,"Martling Rd and Terrell Rd",1,0,0,0,1,N/A
3314000,"September 22, 2025",Washington,Seattle,"12th Ave S and S Ln St",1,1,0,0,0,N/A
3313454,"September 22, 2025",Mississippi,"Moss Point","Diamond St",2,0,0,0,0,N/A
3313384,"September 22, 2025",Indiana,"Fort Wayne","2100 St Marys Ave",0,0,1,0,0,N/A
3313356,"September 22, 2025",Tennessee,Memphis,"4400 block of Bonnie Brae Dr",1,0,0,0,1,N/A
3314832,"September 22, 2025",Oregon,Portland,"5025 NE 101st Ave",1,0,0,0,0,N/A
3313341,"September 22, 2025","North Carolina",Leland,"1930 Mercantile Dr",0,1,1,0,0,N/A
3312895,"September 21, 2025",Delaware,Wilmington,"901 New Castle Ave",1,0,0,0,0,N/A
3312467,"September 21, 2025",Tennessee,Rickman,"100 block of Freeman Ln",2,0,0,0,1,N/A
3312552,"September 21, 2025",Wisconsin,Milwaukee,"N 75th St and W Silver Spring Dr",1,0,0,0,1,N/A
3312632,"September 21, 2025",Pennsylvania,Farrell,"715 Idaho St",1,0,0,0,1,N/A
3312054,"September 21, 2025","North Carolina","Rocky Mount","2129 Benvenue Rd",1,4,0,0,0,N/A
3312786,"September 21, 2025",Florida,"Fort Lauderdale","2504 NW 9th Ct",0,0,1,0,0,N/A
3313915,"September 21, 2025",Alabama,Mobile,"1300 block of E Linwood Dr",1,0,0,0,1,N/A
3313065,"September 21, 2025",Georgia,Lithonia,"6516 Covington Hwy",1,0,0,0,0,N/A
3313042,"September 21, 2025",Georgia,Lithonia,"2700 block of Evans Mill Rd",1,0,0,0,0,N/A
3312331,"September 21, 2025",Ohio,Columbus,"1100 block of N High St",1,0,0,0,0,N/A
3312499,"September 21, 2025",Texas,"Port Arthur","3000 block of 9th St",1,0,0,0,0,N/A
3312603,"September 21, 2025",Texas,Waco,"N 9th St and Bosque Blvd",1,1,0,0,0,N/A
3313780,"September 21, 2025",Maine,Corinth,"272 Main St",1,1,0,0,0,N/A
3319595,"September 21, 2025","New York","Cortlandt Manor",N/A,1,0,0,0,0,N/A
3312890,"September 21, 2025",California,"Los Angeles",N/A,1,0,0,0,0,N/A
3313048,"September 21, 2025",Washington,Tacoma,"4000 block of S Warner St",1,1,0,0,1,N/A
3312406,"September 21, 2025","North Carolina",Charlotte,"400 block of E Todd Ln",1,0,0,0,1,N/A
3312307,"September 21, 2025",Oregon,Bonanza,"Whitetail Ln",2,0,0,0,0,N/A
3312720,"September 21, 2025",Nevada,"Las Vegas","10600 block of Mt Blackburn Ave",1,0,0,0,1,N/A
3312797,"September 21, 2025",Florida,Palmetto,"1400 block of 12th Ave W",1,0,0,0,1,N/A
3313275,"September 21, 2025","South Carolina",Columbia,"4300 block of Mellowood Dr",1,1,0,0,1,N/A
3312128,"September 21, 2025",Arizona,Phoenix,"W Hubbell St and N 52nd Dr",1,0,0,0,1,N/A
3312780,"September 21, 2025",California,Coachella,"85000 block of Cll Limon",1,0,0,0,0,N/A
3315853,"September 21, 2025",Nevada,Sparks,"1400 block of Lorena St",1,1,0,0,0,N/A
3312148,"September 21, 2025",Texas,Dallas,"4100 block of Cedar Springs Rd",1,0,0,0,1,N/A
3312260,"September 21, 2025",Oklahoma,Miami,"Peoria St and E St NW",0,0,1,0,0,N/A
3313034,"September 21, 2025",Maryland,"Rockville (North Bethesda)","5900 block of Montrose Rd",1,0,0,0,0,N/A
3312101,"September 21, 2025",Illinois,Chicago,"200 block of N Halsted St",1,1,0,0,1,N/A
3312104,"September 21, 2025",Illinois,Chicago,"10100 block of S Avenue M",1,1,0,0,0,N/A
3312433,"September 21, 2025",Illinois,Chicago,"11838 S Emerald Ave",1,0,0,0,0,N/A
3316855,"September 21, 2025",Colorado,"Englewood (Sheridan)","3300 block of S Zuni St",1,0,0,0,1,N/A
3312876,"September 21, 2025",Texas,Houston,"3400 block of Unity Dr",1,0,0,0,3,N/A
3313229,"September 21, 2025",Missouri,"Saint Louis","3431 Union Blvd",1,0,0,0,1,N/A
3312670,"September 21, 2025",Kentucky,Independence,"904 Regal Ridge Dr",2,0,1,0,0,N/A
3314177,"September 21, 2025",Oklahoma,Tulsa,"220 N Gilcrease Museum Rd",0,0,1,0,0,N/A
3312643,"September 21, 2025",Pennsylvania,Philadelphia,"5100 block of N 10th St",0,1,1,0,0,N/A
3312074,"September 21, 2025","North Carolina",Charlotte,"225 N Caldwell St",1,0,0,0,0,N/A
3313498,"September 21, 2025",Virginia,Chesapeake,"Sun Ave",1,0,0,0,0,N/A
3313918,"September 21, 2025",Florida,"Boynton Beach","Florida's Tpke and Boynton Beach Blvd",1,0,0,0,0,N/A
3312311,"September 21, 2025",Michigan,Detroit,"680 Delaware St",1,0,0,1,2,N/A
3311929,"September 20, 2025","South Carolina",Spartanburg,"360 Amherst Dr",1,0,0,0,0,N/A
3313233,"September 20, 2025",Pennsylvania,Chester,"1400 block of Congress St",1,0,0,0,0,N/A
3311890,"September 20, 2025","New Hampshire",Nashua,"6 Mountain Laurels Dr",1,2,0,0,1,N/A
3313291,"September 20, 2025",Alabama,Huntsville,"4200 block of TeeJay Dr",1,0,0,0,1,N/A
3313096,"September 20, 2025",Georgia,Decatur,"3700 block of Citation Dr",1,0,0,0,0,N/A
3314649,"September 20, 2025",California,Hayward,"27000 block of Manon Ave",1,0,0,0,0,N/A
3311737,"September 20, 2025","New York",Bronx,"952 James A Polite Ave",1,0,0,0,0,N/A
3312219,"September 20, 2025",Maryland,Laurel,"13400 block of Finsbury Ct",1,0,0,0,1,N/A
3313206,"September 20, 2025",Indiana,Hobart,"216 Huber Blvd",0,0,1,0,0,N/A
3312047,"September 20, 2025",Alabama,Birmingham,"700 block of McMillon Ave",0,0,1,0,0,N/A
3311867,"September 20, 2025",Maryland,Baltimore,"300 block of Presstman St",1,0,0,0,0,N/A
3312342,"September 20, 2025","New York","Spring Valley","2 Dutch Ln",1,1,0,0,0,N/A
3312041,"September 20, 2025",Minnesota,Minneapolis,"E Franklin Ave and Chicago Ave",1,0,0,0,0,N/A
3312006,"September 20, 2025",Texas,"San Angelo","E 9th St and N Chadbourne St",1,0,0,0,1,N/A
3311718,"September 20, 2025",Florida,Tallahassee,"2700 Kennedy Dr",1,0,0,0,0,N/A
3312297,"September 20, 2025",Kentucky,Louisville,"1700 block of Wilart Dr",1,0,0,0,0,N/A
3312268,"September 20, 2025",Georgia,"Richmond Hill","505 Harris Trail Rd",2,1,0,0,0,N/A
3311523,"September 20, 2025",Illinois,Rockford,"1200 block of Milford Ave",1,0,0,0,1,N/A
3312207,"September 20, 2025","New Mexico",Albuquerque,"6700 block of 2nd St NW",0,0,1,0,0,N/A
3311514,"September 20, 2025",Illinois,Chicago,"3402 W Monroe St",0,0,1,0,0,N/A
3312272,"September 20, 2025",Georgia,Savannah,"1200 block of Rogers St",1,0,0,0,0,N/A
3318323,"September 20, 2025",Texas,Dallas,"800 block of Ryan Rd",1,0,0,0,1,N/A
3312800,"September 20, 2025",Georgia,Barnesville,"200 block of Southland Dr",1,0,0,0,1,N/A
3311664,"September 20, 2025",Ohio,Cleveland,"3600 block of E 59th St",2,0,0,0,2,N/A
3312408,"September 20, 2025",Wyoming,Cheyenne,"3702 Dell Range Blvd",1,0,0,0,0,N/A
3311577,"September 20, 2025",Louisiana,Shreveport,"1635 Poland St",2,6,0,0,0,N/A
3311529,"September 20, 2025",Colorado,Denver,"18000 block of E 50th Pl",1,0,0,0,0,N/A
3312639,"September 20, 2025",Pennsylvania,Philadelphia,"2900 block of B St",1,0,0,0,0,N/A
3313231,"September 20, 2025",Ohio,Cleveland,"2200 block of E 100th St",1,0,0,0,1,N/A
3312886,"September 20, 2025",Ohio,"Cleveland (East Cleveland)","15600 Terrace Rd",1,0,0,0,0,N/A
3311791,"September 20, 2025",Tennessee,Athens,"1084 TN-30",1,0,0,0,1,N/A
3312060,"September 20, 2025",Alabama,Montgomery,"5115 Carmichael Rd",2,1,0,0,0,N/A
3313324,"September 20, 2025",Mississippi,Macon,"9300 Prairie Point Rd",1,0,0,0,1,N/A
3311626,"September 19, 2025",Mississippi,Gautier,"2800 block of Dolphin Dr",1,2,0,0,0,N/A
3311955,"September 19, 2025",Virginia,Richmond,"1600 block of Lone St",1,1,0,0,0,N/A
3311880,"September 19, 2025","North Carolina",Fayetteville,"1700 block of Veanna Dr",1,0,0,0,1,N/A
3311509,"September 19, 2025",Alabama,Birmingham,"4300 block of 41st Ave N",1,1,0,0,0,N/A
3311824,"September 19, 2025",Tennessee,Memphis,"6300 block of Crown Imperial Dr",1,0,0,0,0,N/A
3311273,"September 19, 2025",Texas,Channelview,"719 Sheldon Rd",0,0,1,0,0,N/A
3311475,"September 19, 2025",Texas,Houston,"6200 block of Sierra Blanca Dr",1,0,0,0,0,N/A
3311800,"September 19, 2025",Oklahoma,Tulsa,"6738 S Louisville Ave",1,0,0,0,1,N/A
3311872,"September 19, 2025",Maryland,Baltimore,"1100 block of E 20th St",1,0,0,0,0,N/A
3311796,"September 19, 2025",Texas,Houston,"5330 N Braeswood Blvd",1,0,0,0,3,N/A
3313812,"September 19, 2025",Florida,Tampa,"9400 block of Polak Dr",1,0,0,0,1,N/A
3310937,"September 19, 2025",Georgia,Albany,"1400 block of Lee St",1,1,1,0,0,N/A
3311456,"September 19, 2025",Georgia,Atlanta,"240 Grant Ave SE",1,1,0,0,0,N/A
3313044,"September 19, 2025",Texas,"Carrizo Springs","N 17th St and W Thompson St",1,0,0,0,3,N/A
3311707,"September 19, 2025",Missouri,"Saint Louis","4300 block of St Ferdinand Ave",1,0,0,0,2,N/A
3314447,"September 19, 2025",Mississippi,Jackson,"Sunnyvale Dr and Sandalwood Pl",1,0,0,0,0,N/A
3311742,"September 19, 2025",California,Carlsbad,"2300 Rising Glen Way",1,0,1,0,0,N/A
3311690,"September 19, 2025",Texas,Dallas,"6000 block of Military Pkwy",1,0,0,0,0,N/A
3311506,"September 19, 2025",Ohio,Cleveland,"870 E 185th St",1,0,0,0,0,N/A
3311773,"September 19, 2025",Alabama,Lafayette,"Alabama Ave E and 7th St NE",1,0,0,0,1,N/A
3310923,"September 19, 2025",Virginia,Alexandria,"3400 block of Buckman Rd",1,0,0,0,2,N/A
3311662,"September 19, 2025",Florida,"Fort Lauderdale","3800 block of NE 34th Ave",0,0,1,0,0,N/A
3311756,"September 19, 2025",California,Richmond,"800 block of Lincoln Ave",1,0,0,0,0,N/A
3315074,"September 19, 2025",Arizona,Phoenix,"N 36th St and E Portland Ave",1,0,0,0,1,N/A
3313600,"September 19, 2025",California,Riverbank,"6100 block of Claus Rd",1,0,0,0,0,N/A
3311539,"September 19, 2025",Louisiana,"Baton Rouge","2799 Scenic Hwy",1,0,0,0,0,N/A
3311512,"September 19, 2025",Alabama,Montgomery,"1700 block of Westhaven Ln",1,0,0,0,0,N/A
3311471,"September 19, 2025","North Carolina",Charlotte,"300 S Church St",1,0,0,0,0,N/A
3312383,"September 19, 2025","North Carolina",Greensboro,"4100 block of Starling Ct",1,0,0,0,1,N/A
3311765,"September 19, 2025",California,Salinas,"300 block of Cross Ave",2,1,0,0,1,N/A
3311985,"September 19, 2025",Texas,Euless,"1200 block of Woodridge Cir",1,0,0,0,0,N/A
3311136,"September 18, 2025",Ohio,Dayton,"Indiana Ave and Wyoming St",1,0,0,0,1,N/A
3310860,"September 18, 2025",Colorado,Aurora,"290 S Havana St",0,0,1,0,0,N/A
3310650,"September 18, 2025",Texas,Frisco,"8000 McKinney Rd",0,0,1,0,0,N/A
3310378,"September 18, 2025",Louisiana,"New Orleans","1615 Poydras St",1,0,0,0,0,N/A
3310562,"September 18, 2025",Arizona,Glendale,"W Maryland Ave and N 89th Ave",0,0,1,0,0,N/A
3311383,"September 18, 2025",Texas,Runge,"800 block of Leckie St",1,0,0,0,0,N/A
3311147,"September 18, 2025",Florida,"Belle Glade","NW 8th St",1,0,0,0,0,N/A
3311134,"September 18, 2025",Arizona,Snowflake,"Concho Hwy and White Antelope Rd",1,0,0,0,0,N/A
3316047,"September 18, 2025",California,"Walnut Creek","100 block of Kelobra Ct",2,0,0,0,1,N/A
3310806,"September 18, 2025",Oregon,Portland,"8220 SE Harrison St",1,1,0,0,1,N/A
3310219,"September 18, 2025",Ohio,Columbus,"3200 block of Sterling Ln",1,2,0,0,1,N/A
3310864,"September 18, 2025",California,Antioch,"1821 A St",2,2,0,0,0,N/A
3310948,"September 18, 2025",Georgia,Savannah,"714 W 57th St",1,1,0,0,0,N/A
3312109,"September 18, 2025",Utah,Midvale,"Jackson St and La Salle Dr",1,0,0,0,3,N/A
3310791,"September 18, 2025","South Carolina",Ridgeland,"7775 W Main St",0,0,1,0,0,N/A
3310591,"September 18, 2025","New Mexico",Albuquerque,"5406 Edwards Dr NE",1,0,0,0,1,N/A
3310260,"September 18, 2025",Missouri,"Saint Louis","3100 block of Osceola St",1,0,0,0,0,N/A
3311281,"September 18, 2025","New Mexico",Albuquerque,"1919 Ladera Dr NW",1,0,0,0,1,N/A
3310828,"September 18, 2025",Pennsylvania,Aliquippa,"Waugaman St",1,0,0,0,0,N/A
3311527,"September 18, 2025",Arkansas,"Forrest City","Highland St and Dillard Ave",0,0,1,0,0,N/A
3310851,"September 18, 2025",Texas,Huffman,"FM 2100 and Huffman Cleveland Rd",0,0,1,0,0,N/A
3310845,"September 18, 2025",Texas,Houston,"6701 W FM 1960",1,0,0,0,0,N/A
3310474,"September 18, 2025","North Carolina",Charlotte,"100 block of Brevard Ct",1,0,0,0,1,N/A
3310834,"September 18, 2025",Indiana,Muncie,"400 block of E Gilbert St",1,0,0,0,1,N/A
3311161,"September 18, 2025",Florida,Jacksonville,"I-10 and I-95",1,3,0,0,0,N/A
3312009,"September 18, 2025",Pennsylvania,Millville,"Engle Rd",1,0,0,0,1,N/A
3310605,"September 17, 2025","New York",Rochester,"N Plymouth Ave and Spencer St",1,0,0,0,0,N/A
3313982,"September 17, 2025",Michigan,"Benton Harbor","S Fair Ave and Buss Ave",1,0,0,0,1,N/A
3309669,"September 17, 2025","South Carolina",Greenville,"103 N Wingate Rd",1,0,1,0,0,N/A
3310634,"September 17, 2025",Washington,Seattle,"10th Ave and E Pike St",1,0,0,0,0,N/A
3313805,"September 17, 2025",Virginia,Fredericksburg,"1201 Gateway Blvd",0,0,1,0,0,N/A
3310505,"September 17, 2025",California,Torrance,"4312 W 180th St",1,0,0,0,0,N/A
3310498,"September 17, 2025",California,Lancaster,"43001 40th St E",1,0,0,0,0,N/A
3310375,"September 17, 2025","New York",Brooklyn,"85 Crooke Ave",1,0,0,0,1,N/A
3310584,"September 17, 2025",California,"Panorama City","8825 Kester Ave",1,0,0,0,0,N/A
3310564,"September 17, 2025",California,Bakersfield,"900 block of Vine Dr",1,0,0,0,0,N/A
3309553,"September 17, 2025","North Carolina",Charlotte,"2227 Cigar Ct",1,0,0,0,4,N/A
3309944,"September 17, 2025",Florida,"Longwood (Wekiva Springs)","102 Hatfield Ct",0,0,1,0,0,N/A
3310317,"September 17, 2025",Georgia,"Stone Mountain","300 block of Rock Meadow Dr",1,1,0,0,0,N/A
3309501,"September 17, 2025",Maryland,Dundalk,"1800 block of Portship Rd",1,0,0,0,0,N/A
3310227,"September 17, 2025",Missouri,"Kansas City","E 10th St and Prospect Ave",1,0,0,0,0,N/A
3310282,"September 17, 2025",Louisiana,"Baton Rouge","3900 block of Eleanor Dr",1,0,0,0,1,N/A
3310203,"September 17, 2025",Illinois,Steger,"3000 block of Butler St",0,0,1,0,0,N/A
3309664,"September 17, 2025",Pennsylvania,"Spring Grove","1879 Haar Rd",3,2,1,0,0,N/A
3309148,"September 16, 2025",Illinois,Chicago,"E 36th St & S Rhodes Ave",1,0,0,0,0,N/A
3309987,"September 16, 2025",Florida,Wimauma,"3300 block of Willow Rd",2,0,0,0,0,N/A
3309070,"September 16, 2025",Texas,Converse,"8100 block of Steep Valley",1,0,0,0,0,N/A
3309225,"September 16, 2025",Louisiana,Brusly,"S River Rd",1,0,1,0,0,N/A
3309100,"September 16, 2025",Michigan,Flint,"7002 Pemberton Dr",1,0,1,0,0,N/A
3309185,"September 16, 2025","New York",Syracuse,"409 Bellevue Ave",1,1,0,0,2,N/A
3309182,"September 16, 2025",Ohio,Cincinnati,"100 block of E McMicken St",1,1,0,0,1,N/A
3309290,"September 16, 2025","North Carolina",Charlotte,"5638 Albemarle Rd",1,1,0,0,1,N/A
3308793,"September 16, 2025",Texas,"College Station","1801 Deacon Dr",1,0,1,0,0,N/A
3309847,"September 16, 2025",Indiana,Greenwood,"800 block of Dover Dr",1,0,0,0,1,N/A
3309191,"September 16, 2025",Wisconsin,Milwaukee,"5500 block of N 68th St",1,0,0,0,1,N/A
3309150,"September 16, 2025",Michigan,Wyoming,"200 block of Lemyra St SE",0,0,1,0,0,N/A
3309775,"September 16, 2025",California,"Los Angeles",N/A,1,0,0,0,0,N/A
3309752,"September 16, 2025",Nebraska,Columbus,"2200 block of 7th St",1,0,0,0,1,N/A
3309132,"September 16, 2025",Illinois,"South Beloit","1000 block of Gardner St",1,0,1,0,0,N/A
3308961,"September 16, 2025",Ohio,Canton,"1100 block of Clarendon Ave NW",0,0,1,0,0,N/A
3309588,"September 16, 2025","South Carolina",Union,"803 S Pinckney St",1,0,0,0,1,N/A
3309602,"September 16, 2025","South Carolina",Union,"400 block of S Mountain St",1,0,0,0,1,N/A
3308946,"September 16, 2025",Texas,Houston,"6 N Sam Houston Pkwy",1,0,0,0,0,N/A
3309344,"September 16, 2025",Tennessee,"Union City","587 Warren Rd",1,0,0,0,1,N/A
3309293,"September 16, 2025","District of Columbia",Washington,"5100 block of Sherier Pl NW",0,0,1,0,0,N/A
3309352,"September 16, 2025","South Carolina",Townville,"Highway 24",1,0,0,0,1,N/A
3309901,"September 16, 2025",Florida,"Pompano Beach","2306 Bay Dr",0,0,1,0,0,N/A
3309909,"September 16, 2025",Florida,Miami,"21630 SW 120th Ave",0,0,1,0,0,N/A
3309155,"September 16, 2025",Illinois,Berwyn,"6432 16th St",2,0,1,0,0,N/A
3309211,"September 16, 2025",Louisiana,"New Orleans","6300 block of Arts St",1,0,0,0,0,N/A
3309007,"September 16, 2025",California,"San Jose","280 Chynoweth Ave",3,0,0,0,1,N/A
3309529,"September 16, 2025",Louisiana,"New Iberia","900 block of Mississippi St",1,0,0,0,0,N/A
3309036,"September 16, 2025",Texas,Brownsville,"600 E Jackson St",0,0,1,0,0,N/A
3309531,"September 16, 2025",Texas,"Fort Davis","I-10 and I-20",0,0,1,0,0,N/A
3309513,"September 16, 2025","New Mexico",Albuquerque,"557 Tramway Blvd NE",1,0,0,0,1,N/A
3310241,"September 16, 2025",Arizona,Yuma,"11300 Block of S Avenue 12 E",0,0,1,0,0,N/A
3308774,"September 16, 2025",Florida,"West Palm Beach","1300 block of Parker Ave",1,0,0,0,0,N/A
3309503,"September 16, 2025",Arizona,Avondale,"S 125th Ave and W Elwood St",0,0,1,0,0,N/A
3309172,"September 16, 2025",Alabama,Huntsville,"200 Binford Dr SW",0,1,1,0,0,N/A
3312648,"September 16, 2025",Pennsylvania,Philadelphia,"2000 block of N Bambrey St",1,0,0,0,0,N/A
3309121,"September 16, 2025",Pennsylvania,Philadelphia,"3100 block of W Montgomery Ave",1,0,0,0,0,N/A
3310113,"September 16, 2025",Pennsylvania,Pittsburgh,"500 block of Ridge Ave",1,0,0,0,0,N/A
3309333,"September 15, 2025",Illinois,Chicago,"6826 S Anthony Ave",1,0,0,0,0,N/A
3310407,"September 15, 2025",Tennessee,Clarksville,"625 Idlewood Dr",2,0,1,0,0,N/A
3309278,"September 15, 2025","North Carolina",Greensboro,"1200 block of Bellevue St",1,1,0,0,0,N/A
3309963,"September 15, 2025","North Carolina","Winston Salem (Winston-salem)","4200 block of Orchid Dr",0,0,1,0,0,N/A
3309219,"September 15, 2025","North Carolina",Gaston,"100 block of N Bay St",1,0,0,0,0,N/A
3314717,"September 15, 2025",Maryland,"Lutherville Timonium (Lutherville)","1200 block of Oakcroft Dr",1,0,0,0,1,N/A
3308169,"September 15, 2025","North Carolina",Wilson,"916 Washington St",2,1,0,0,1,N/A
3309347,"September 15, 2025","South Carolina",Blythewood,"113 Haygood Rd",1,1,0,0,1,N/A
3309059,"September 15, 2025",California,Helendale,"27083 Strawberry Ln",0,0,1,0,0,N/A
3308738,"September 15, 2025",Arizona,"Sun City West","14505 W Granite Valley Dr",1,0,1,0,0,N/A
3307983,"September 15, 2025",Minnesota,Minneapolis,"E Lake St and Stevens Ave",1,4,0,0,0,N/A
3308344,"September 15, 2025",Ohio,Willoughby,"1337 Fox Run Dr",1,0,0,0,5,N/A
3308925,"September 15, 2025",California,"Los Angeles","9001 Orion Ave",1,0,0,0,0,N/A
3308923,"September 15, 2025",California,"Los Angeles","Figueroa St and Slauson Ave",1,0,0,0,0,N/A
3308184,"September 15, 2025",Virginia,Herndon,"12700 block of Fantasia Dr",1,0,0,0,1,N/A
3308940,"September 15, 2025",Texas,Galveston,"1100 block of 56th St",1,0,0,0,0,N/A
3308426,"September 15, 2025",Minnesota,Minneapolis,"28th Ave S and E Lake St",1,7,0,0,1,N/A
3308951,"September 15, 2025",Texas,Houston,"11675 W Bellfort Ave",1,0,0,0,0,N/A
3309678,"September 15, 2025",Mississippi,Greenwood,"400 block of McLaurin St",1,0,0,0,0,N/A
3308953,"September 15, 2025",Ohio,Delphos,"302 S Bredeick St",1,0,1,0,0,N/A
3309336,"September 15, 2025","South Carolina",Pamplico,"800 block of N Old River Rd",0,1,1,1,1,N/A
3307908,"September 15, 2025",Florida,Middleburg,"3300 block of Pine Oaks Ln",1,2,1,0,0,N/A
3308735,"September 15, 2025",Connecticut,Waterbury,"94 Charles St",1,0,0,0,0,N/A
3308901,"September 15, 2025",Virginia,Norfolk,"700 block of E 28th St",1,0,0,0,0,N/A
3308063,"September 15, 2025",Nevada,"Las Vegas","4400 block of E Washington Ave",1,1,0,1,3,N/A
3308886,"September 15, 2025",California,Anaheim,"Holly St and Falmouth Ave",0,0,1,0,0,N/A
3308263,"September 15, 2025",Missouri,"Saint Louis","2500 block of N Taylor Ave",1,2,0,0,0,N/A
3309415,"September 15, 2025","New Mexico","Los Lunas","2000 block of Panda Dr SW",1,0,0,0,1,N/A
3307935,"September 15, 2025",California,Taft,"227 Philippine St",1,0,0,0,1,N/A
3309072,"September 15, 2025",California,Vallejo,"600 block of Ohio St",1,0,0,0,1,N/A
3307858,"September 15, 2025",Arizona,Mesa,"2020 E Inverness Ave",1,1,0,0,0,N/A
3308799,"September 15, 2025",Georgia,"Forest Park","400 block of Old Dixie Hwy",1,0,0,0,0,N/A
3307832,"September 15, 2025",Illinois,Chicago,"10600 block of S Avenue M",1,0,0,0,0,N/A
3309494,"September 15, 2025",Pennsylvania,Marysville,"1400 block of New Valley Rd",1,0,0,0,1,N/A
3308240,"September 15, 2025",Florida,"Ormond Beach","2460 Ocean Shore Blvd",1,0,0,0,1,N/A
3307812,"September 15, 2025",Illinois,Chicago,"5000 block of N Winthrop Ave",1,0,0,0,0,N/A
3309470,"September 15, 2025",Missouri,"Saint Louis","McCausland Ave and Magnolia Ave",1,0,0,0,0,N/A
3321185,"September 15, 2025",Arkansas,Fordyce,"1612 W 4th St",1,0,1,0,0,N/A
3309135,"September 15, 2025",Indiana,"Fort Wayne","2300 block of Cortland Ave",1,0,0,1,0,N/A
3308160,"September 15, 2025","North Carolina",Raleigh,"Coke St and Poole Rd",1,1,0,0,1,N/A
3309239,"September 15, 2025",Mississippi,Guntown,"114 Bluegill Ln",1,0,1,0,0,N/A
3308290,"September 15, 2025",Idaho,"Payette County (county)","Sand Hollow Rd",0,0,1,0,0,N/A
3313354,"September 15, 2025","North Carolina","Morehead City","300 NC-24",1,0,0,0,0,N/A
3308504,"September 14, 2025",Kentucky,Louisville,"4600 block of Shawnee Park Dr",1,0,0,0,1,N/A
3307334,"September 14, 2025",Tennessee,Memphis,"S Main St and S Pkwy E",1,0,0,0,0,N/A
3307729,"September 14, 2025",Oklahoma,Talala,"Goose Island Rd",1,0,0,0,0,N/A
3308391,"September 14, 2025",Ohio,Dayton,"3800 block of Alvin Ave",1,0,0,0,0,N/A
3310002,"September 14, 2025","North Carolina",Candor,"Dusty Dr",1,0,0,0,1,N/A
3308366,"September 14, 2025",Kentucky,Frankfort,"35 Ashwood Ct",1,1,0,0,1,N/A
